date,category,category_enc,month,week_of_year,is_festival,is_weekend,base_price,cost_price,comp_price,price_ratio,margin_pct,sales_last_week,sales_last_month,daily_demand,season_factor,festival_factor,stock,stock_weeks,lead_time,expiry_days,days_to_sell,fraction_at_risk,will_sell_before_expiry,actual_demand_7d,actual_demand_post_disc,demand_cv,elasticity,discount_tier,discount_pct,order_decision,health_score
2023-09-11,Electronics,2,9,37,0,0,7515.72,5259.09,7673.88,0.979,30.0,6.0,19.6,0.81,1.0,1.0,19,3.06,13,573,23.3,0.0,1,5.7,6.5,0.32,-1.8,1,8,0,77
2022-07-02,Fashion,0,7,26,0,1,3873.13,2273.34,3496.75,1.108,41.3,71.3,261.2,10.01,1.3,1.0,118,1.24,5,607,11.8,0.0,1,70.1,70.1,0.28,-2.0,0,0,1,68
2022-03-01,Grocery,1,3,9,0,0,309.07,230.68,336.95,0.917,25.4,145.3,621.9,21.7,1.1,1.0,443,3.52,1,30,20.4,0.0,1,151.9,164.7,0.14,-1.2,1,7,0,79
2021-07-11,Electronics,2,7,27,0,1,33808.94,18761.01,34396.89,0.983,44.5,36.9,141.7,5.31,1.0,1.0,83,2.37,16,377,15.6,0.0,1,37.2,37.2,0.32,-1.8,0,0,3,75
2023-11-06,Electronics,2,11,45,1,0,23593.33,15192.85,24774.4,0.952,35.6,24.3,116.3,4.31,2.2,2.2,51,1.79,11,473,11.8,0.0,1,30.2,30.2,0.32,-1.8,0,0,1,73
2022-09-22,Electronics,2,9,38,0,0,43145.56,24527.29,45224.67,0.954,43.2,45.2,173.3,6.06,1.0,1.0,228,7.04,16,516,37.6,0.0,1,42.4,53.1,0.32,-1.8,1,14,0,88
2021-11-08,FMCG,3,11,45,1,0,184.9,110.62,171.38,1.079,40.2,432.3,1708.6,59.87,1.3,2.2,1974,4.89,4,307,33.0,0.0,1,419.1,456.8,0.12,-1.5,1,6,0,79
2023-07-05,FMCG,3,7,27,0,0,232.73,142.11,233.45,0.997,38.9,31.5,111.7,4.29,1.0,1.0,34,1.06,3,140,7.9,0.0,1,30.0,30.0,0.12,-1.5,0,0,0,71
2022-12-09,Electronics,2,12,49,0,0,13770.61,8782.58,14927.85,0.922,36.2,21.1,62.5,2.66,1.8,1.0,91,1.68,15,665,34.2,0.0,1,18.6,18.6,0.32,-1.8,0,0,1,73
2021-02-16,FMCG,3,2,7,0,0,280.49,147.34,286.79,0.978,47.5,55.5,218.0,7.73,1.0,1.0,72,1.44,3,281,9.3,0.0,1,54.1,54.1,0.12,-1.5,0,0,0,72
2023-11-17,Electronics,2,11,46,0,0,10106.45,6037.18,9904.26,1.02,40.3,23.7,65.6,2.6,2.2,0.75,148,9.15,19,395,56.9,0.0,1,18.2,23.1,0.32,-1.8,2,15,-1,86
2021-01-22,FMCG,3,1,3,0,0,710.5,360.5,606.59,1.171,49.3,156.7,629.3,22.03,1.0,1.0,912,4.18,5,193,41.4,0.0,1,154.2,177.3,0.12,-1.5,1,10,0,69
2023-11-04,Grocery,1,11,44,1,1,308.43,181.37,345.99,0.891,41.2,290.7,1074.5,39.24,1.4,2.2,1081,3.63,1,27,27.5,0.018,0,274.7,314.3,0.14,-1.2,1,12,0,78
2023-04-07,FMCG,3,4,14,0,0,703.47,405.32,604.27,1.164,42.4,63.9,219.2,8.07,0.95,1.0,469,5.87,3,136,58.1,0.0,1,56.5,68.4,0.12,-1.5,1,14,0,67
2021-11-26,Seasonal,4,11,47,0,0,3049.5,1507.35,3180.78,0.959,50.6,138.1,543.3,19.06,2.5,1.0,916,6.37,14,142,48.1,0.0,1,133.4,160.1,0.55,-2.5,1,8,0,81
2021-09-10,Grocery,1,9,36,0,0,218.18,120.21,205.42,1.062,44.9,51.5,165.2,6.39,1.0,1.0,151,2.29,2,59,23.6,0.0,1,44.7,44.7,0.14,-1.2,0,0,0,71
2023-10-31,Grocery,1,10,44,1,0,174.63,128.25,197.3,0.885,26.6,138.6,503.2,18.63,1.3,1.45,254,2.02,2,37,13.6,0.0,1,130.4,130.4,0.14,-1.2,0,0,0,74
2021-11-07,Fashion,0,11,44,1,1,2923.06,1459.99,3270.42,0.894,50.1,128.7,556.1,18.84,1.8,2.2,268,3.27,5,426,14.2,0.0,1,131.9,168.8,0.28,-2.0,1,14,0,78
2023-06-04,Fashion,0,6,22,0,1,2489.25,1257.72,2578.48,0.965,49.5,9.3,34.5,1.3,0.7,1.0,35,4.65,5,669,26.9,0.0,1,9.1,11.3,0.28,-2.0,1,12,0,82
2023-12-05,Fashion,0,12,49,0,0,2990.62,1526.51,3099.6,0.965,49.0,119.5,416.4,15.21,1.5,1.0,600,5.28,10,415,39.4,0.0,1,106.5,138.5,0.28,-2.0,1,15,0,82
2023-08-02,Seasonal,4,8,31,0,0,4055.53,2182.79,4332.21,0.936,46.2,46.1,145.6,7.71,1.0,1.0,48,1.31,10,224,6.2,0.0,1,54.0,54.0,0.55,-2.5,0,0,3,72
2021-02-24,FMCG,3,2,8,0,0,692.31,415.41,756.17,0.916,40.0,138.7,500.1,17.97,1.0,1.0,305,2.71,3,346,17.0,0.0,1,125.8,125.8,0.12,-1.5,0,0,0,76
2021-08-29,FMCG,3,8,34,0,1,500.71,259.43,433.7,1.155,48.2,111.5,413.4,15.06,1.0,1.0,203,1.79,3,233,13.5,0.0,1,105.4,105.4,0.12,-1.5,0,0,0,64
2021-11-24,Grocery,1,11,47,0,0,33.61,24.09,29.23,1.15,28.3,63.2,280.2,9.76,1.4,1.0,487,4.43,2,45,49.9,0.098,0,68.3,80.6,0.14,-1.2,1,15,0,68
2022-11-08,Grocery,1,11,45,1,0,165.07,120.69,180.41,0.915,26.9,727.8,2893.2,98.54,1.4,2.2,2550,4.43,2,30,25.9,0.0,1,689.8,739.5,0.14,-1.2,1,6,0,81
2021-07-11,Seasonal,4,7,27,0,1,3010.27,1564.52,3222.26,0.934,48.0,30.6,181.7,5.47,1.0,1.0,145,5.18,9,301,26.5,0.0,1,38.3,46.9,0.55,-2.5,1,9,0,84
2023-04-17,Electronics,2,4,16,0,0,26148.15,15785.99,23619.75,1.107,39.6,10.3,50.3,1.56,1.0,1.0,186,6.36,14,474,119.4,0.0,1,10.9,12.9,0.32,-1.8,1,10,0,66
2021-08-20,Fashion,0,8,33,0,0,4221.66,2382.84,4456.94,0.947,43.6,45.3,160.3,6.17,1.0,1.2,792,14.02,13,484,128.3,0.0,1,43.2,65.7,0.28,-2.0,2,26,-1,80
2022-01-10,FMCG,3,1,2,1,0,446.98,284.72,491.68,0.909,36.3,81.0,328.3,11.64,1.0,1.25,263,3.4,3,336,22.6,0.0,1,81.5,94.9,0.12,-1.5,1,11,0,78
2021-03-28,Fashion,0,3,12,1,1,1025.32,462.44,1138.64,0.9,54.9,76.1,451.6,15.96,1.0,1.35,182,2.28,13,373,11.4,0.0,1,111.7,111.7,0.28,-2.0,0,0,3,75
2023-06-19,Seasonal,4,6,25,0,0,2850.27,1345.84,3214.38,0.887,52.8,10.9,78.5,2.63,0.4,1.0,13,0.89,14,319,4.9,0.0,1,18.4,18.4,0.55,-2.5,0,0,3,71
2023-10-09,Electronics,2,10,41,1,0,40048.68,27422.02,36174.92,1.107,31.5,45.8,210.7,6.9,1.9,1.3,312,4.81,20,542,45.2,0.0,1,48.3,58.7,0.32,-1.8,1,12,0,74
2022-12-06,Seasonal,4,12,49,0,0,2199.44,1131.29,2040.38,1.078,48.6,103.7,207.6,9.9,3.0,1.0,209,4.08,21,245,21.1,0.0,1,69.3,79.7,0.55,-2.5,1,6,0,76
2023-06-12,Electronics,2,6,24,0,0,22209.99,12386.99,23823.73,0.932,44.2,67.8,212.0,8.33,1.0,1.0,231,7.21,13,423,27.7,0.0,1,58.3,68.8,0.32,-1.8,1,10,0,90
2023-03-19,Grocery,1,3,11,1,1,82.46,48.06,74.54,1.106,41.7,313.6,1209.8,43.26,1.1,1.35,697,2.37,2,57,16.1,0.0,1,302.8,302.8,0.14,-1.2,0,0,0,71
2022-06-19,Grocery,1,6,24,0,1,407.7,231.41,461.94,0.883,43.2,245.3,865.6,31.79,1.0,1.0,140,0.94,2,28,4.4,0.0,1,222.5,222.5,0.14,-1.2,0,0,2,71
2021-10-27,Grocery,1,10,43,1,0,414.68,263.44,440.62,0.941,36.5,155.4,657.5,23.34,1.3,1.45,657,3.73,3,26,28.1,0.075,0,163.4,173.2,0.14,-1.2,1,5,0,77
2023-04-10,FMCG,3,4,15,0,0,491.33,289.63,419.33,1.172,41.1,98.2,397.1,13.84,0.95,1.0,271,2.08,5,130,19.6,0.0,1,96.9,96.9,0.12,-1.5,0,0,0,65
2023-11-09,FMCG,3,11,45,0,0,611.5,376.93,597.97,1.023,38.4,35.9,149.0,5.3,1.3,0.75,115,2.82,4,258,21.7,0.0,1,37.1,37.1,0.12,-1.5,0,0,0,76
2022-06-23,Grocery,1,6,25,0,0,453.8,304.08,411.64,1.102,33.0,177.5,633.5,23.64,1.0,1.0,1282,7.56,1,40,54.2,0.262,0,165.5,191.3,0.14,-1.2,1,13,0,71
2022-01-25,Grocery,1,1,4,0,0,361.83,215.62,389.0,0.93,40.4,143.6,523.8,19.14,1.0,1.0,1332,10.11,3,53,69.6,0.239,0,134.0,171.0,0.14,-1.2,2,23,-1,79
2021-10-25,FMCG,3,10,43,1,0,603.23,369.22,651.59,0.926,38.8,173.7,723.8,24.4,1.2,1.45,910,5.62,5,330,37.3,0.0,1,170.8,206.7,0.12,-1.5,1,14,0,84
2021-06-05,FMCG,3,6,22,0,1,140.4,79.38,133.28,1.053,43.5,118.5,499.4,17.77,1.0,1.0,429,3.04,3,280,24.1,0.0,1,124.4,139.3,0.12,-1.5,1,8,0,73
2021-11-09,Seasonal,4,11,45,0,0,3024.69,1660.41,3117.95,0.97,45.1,78.5,505.9,15.06,2.5,0.75,233,2.96,8,228,15.5,0.0,1,105.4,105.4,0.55,-2.5,0,0,0,77
2022-12-15,FMCG,3,12,50,0,0,333.62,182.36,304.56,1.095,45.3,113.0,469.3,16.1,1.4,1.0,59,0.47,4,86,3.7,0.0,1,112.7,112.7,0.12,-1.5,0,0,3,65
2023-05-09,Seasonal,4,5,19,0,0,913.36,431.88,809.85,1.128,52.7,17.1,47.8,1.66,1.0,1.0,278,12.98,7,297,167.8,0.0,1,11.6,18.3,0.55,-2.5,2,23,-1,74
2023-02-25,Electronics,2,2,8,0,1,5853.87,3665.94,5190.75,1.128,37.4,5.8,19.5,0.73,1.0,1.0,83,6.17,14,589,113.9,0.0,1,5.1,6.0,0.32,-1.8,1,10,0,66
2022-06-21,Fashion,0,6,25,0,0,4653.63,2633.72,4612.79,1.009,43.4,16.9,69.8,2.84,0.7,1.0,123,4.86,9,261,43.3,0.0,1,19.9,22.7,0.28,-2.0,1,7,0,79
2022-10-17,Seasonal,4,10,42,1,0,1514.35,702.41,1517.95,0.998,53.6,22.0,90.4,3.71,1.0,1.3,97,2.29,18,111,26.1,0.0,1,26.0,26.0,0.55,-2.5,0,0,0,75
2022-12-25,FMCG,3,12,51,1,1,457.13,267.23,417.52,1.095,41.5,136.7,515.1,18.47,1.4,1.8,527,3.5,4,271,28.5,0.0,1,129.3,148.7,0.12,-1.5,1,10,0,74
2023-05-24,Grocery,1,5,21,0,0,139.63,78.91,152.05,0.918,43.5,96.0,392.4,14.91,1.0,1.0,549,4.68,2,56,36.8,0.0,1,104.4,115.7,0.14,-1.2,1,9,0,82
2023-07-10,Fashion,0,7,28,0,0,1008.22,499.63,1032.87,0.976,50.4,67.1,301.4,9.34,1.3,1.0,555,8.04,12,413,59.4,0.0,1,65.4,94.2,0.28,-2.0,2,22,-1,82
2021-09-12,FMCG,3,9,36,0,1,155.62,81.3,137.02,1.136,47.8,61.9,236.5,8.59,1.0,1.0,213,2.78,5,360,24.8,0.0,1,60.1,60.1,0.12,-1.5,0,0,0,72
2022-07-27,Grocery,1,7,30,0,0,428.5,269.92,447.23,0.958,37.0,113.3,482.8,17.64,1.0,1.0,185,1.49,3,30,10.5,0.0,1,123.5,123.5,0.14,-1.2,0,0,0,72
2023-01-19,Electronics,2,1,3,1,0,31126.11,17635.09,29979.74,1.038,43.3,12.7,62.5,2.4,0.6,1.25,32,1.41,15,505,13.3,0.0,1,16.8,16.8,0.32,-1.8,0,0,3,72
2022-04-02,Grocery,1,4,13,0,1,328.04,181.4,342.27,0.958,44.7,39.1,163.0,5.74,0.9,1.0,849,20.0,1,34,147.8,0.77,0,40.2,48.9,0.14,-1.2,2,18,-1,56
2022-06-08,Electronics,2,6,23,0,0,47629.9,26645.52,42814.51,1.112,44.1,15.8,121.4,4.04,1.0,1.0,63,2.55,14,421,15.6,0.0,1,28.3,28.3,0.32,-1.8,0,0,0,72
2023-01-05,FMCG,3,1,1,0,0,51.11,27.98,51.26,0.997,45.3,131.7,494.4,17.11,1.0,1.0,657,4.58,3,286,38.4,0.0,1,119.8,136.0,0.12,-1.5,1,9,0,80
2023-07-27,FMCG,3,7,30,0,0,307.89,172.69,325.74,0.945,43.9,88.2,344.4,12.53,1.0,1.0,325,3.79,5,87,25.9,0.0,1,87.7,100.9,0.12,-1.5,1,10,0,79
2023-05-15,Electronics,2,5,20,0,0,11846.59,6560.35,13358.07,0.887,44.6,42.7,176.1,5.96,1.0,1.0,263,8.03,18,462,44.1,0.0,1,41.7,62.7,0.32,-1.8,2,28,-1,88
2022-11-18,Seasonal,4,11,46,0,0,2843.74,1385.79,2482.79,1.145,51.3,65.8,268.7,9.44,2.5,0.75,190,1.98,11,105,20.1,0.0,1,66.1,66.1,0.55,-2.5,0,0,1,70
2022-07-08,Fashion,0,7,27,0,0,1127.05,591.15,1263.16,0.892,47.5,45.7,168.9,5.84,1.3,1.0,82,2.46,14,239,14.0,0.0,1,40.9,40.9,0.28,-2.0,0,0,0,75
2022-10-19,Fashion,0,10,42,1,0,4430.12,2384.0,4729.69,0.937,46.2,17.6,87.7,3.73,1.6,1.3,27,1.12,11,477,7.2,0.0,1,26.1,26.1,0.28,-2.0,0,0,3,71
2021-01-30,Fashion,0,1,4,0,1,499.04,272.68,571.85,0.873,45.4,38.3,122.8,4.23,0.5,1.0,84,3.69,13,475,19.9,0.0,1,29.6,38.5,0.28,-2.0,1,15,0,79
2023-10-04,Grocery,1,10,40,0,0,156.25,91.4,174.19,0.897,41.5,278.0,1084.6,39.41,1.3,1.0,914,3.71,2,59,23.2,0.0,1,275.9,305.7,0.14,-1.2,1,9,0,79
2022-10-08,FMCG,3,10,40,1,1,316.8,198.2,274.64,1.154,37.4,268.0,1080.2,38.21,1.2,1.3,778,2.18,4,316,20.4,0.0,1,267.5,267.5,0.12,-1.5,0,0,0,66
2022-04-18,Grocery,1,4,16,0,0,65.13,38.53,66.69,0.977,40.8,79.7,357.9,11.74,0.9,1.0,562,5.72,1,60,47.9,0.0,1,82.2,95.0,0.14,-1.2,1,13,0,79
2022-06-22,Seasonal,4,6,25,0,0,4494.22,1926.32,4921.62,0.913,57.1,29.3,172.4,5.21,0.4,1.0,28,1.44,11,115,5.4,0.0,1,36.5,36.5,0.55,-2.5,0,0,3,72
2021-02-28,Grocery,1,2,8,0,1,307.87,204.2,321.48,0.958,33.7,150.6,524.0,19.41,1.0,1.0,429,3.7,3,18,22.1,0.186,0,135.9,152.2,0.14,-1.2,1,10,0,74
2021-07-08,Grocery,1,7,27,0,0,248.8,169.23,227.34,1.094,32.0,49.8,185.6,6.67,1.0,1.0,186,3.86,3,11,27.9,0.606,0,46.7,60.1,0.14,-1.2,2,24,0,57
2023-04-01,FMCG,3,4,13,0,1,558.44,329.96,490.31,1.139,40.9,140.7,579.9,20.74,0.95,1.0,363,1.53,4,99,17.5,0.0,1,145.2,145.2,0.12,-1.5,0,0,0,69
2021-11-16,Seasonal,4,11,46,0,0,3790.0,1628.63,4129.95,0.918,57.0,83.5,222.5,7.93,2.5,0.75,246,3.0,13,92,31.0,0.0,1,55.5,70.8,0.55,-2.5,1,11,0,77
2023-08-17,Electronics,2,8,33,0,0,45733.99,28084.69,43719.95,1.046,38.6,30.8,126.2,4.21,1.0,1.2,37,1.68,10,724,8.8,0.0,1,29.5,29.5,0.32,-1.8,0,0,3,73
2023-07-20,Electronics,2,7,29,0,0,1061.11,718.91,994.67,1.067,32.2,13.4,55.2,1.76,1.0,1.0,49,1.51,12,538,27.9,0.0,1,12.3,12.3,0.32,-1.8,0,0,0,69
2022-12-24,Electronics,2,12,51,1,1,40638.7,26339.75,39171.54,1.037,35.2,91.8,361.8,13.93,1.8,1.8,297,3.55,11,639,21.3,0.0,1,97.5,111.5,0.32,-1.8,1,8,0,79
2021-10-10,Grocery,1,10,40,1,1,414.52,306.94,462.21,0.897,26.0,136.6,516.1,17.71,1.3,1.3,231,1.79,3,19,13.0,0.0,1,124.0,124.0,0.14,-1.2,0,0,1,73
2022-01-23,Seasonal,4,1,3,0,1,2981.47,1287.95,3188.99,0.935,56.8,14.9,93.4,2.33,0.3,1.0,5,0.38,7,224,2.1,0.0,1,16.3,16.3,0.55,-2.5,0,0,3,69
2022-09-21,Grocery,1,9,38,0,0,54.07,30.46,47.85,1.13,43.7,34.4,138.7,5.17,1.0,1.0,217,4.98,3,22,42.0,0.476,0,36.2,45.3,0.14,-1.2,2,21,0,61
2023-12-25,Fashion,0,12,52,1,0,1353.86,734.66,1208.98,1.12,45.7,46.8,268.1,9.21,1.5,1.8,1560,9.96,6,292,169.3,0.0,1,64.5,95.5,0.28,-2.0,2,24,-1,74
2022-09-04,Electronics,2,9,35,0,1,32696.59,19812.31,28670.89,1.14,39.4,36.8,96.5,4.31,1.0,1.0,99,2.55,15,637,22.9,0.0,1,30.2,30.2,0.32,-1.8,0,0,0,72
2023-06-02,Seasonal,4,6,22,0,0,4912.06,2319.69,4542.5,1.081,52.8,2.9,14.2,0.5,0.4,1.0,128,10.93,11,115,256.0,0.551,0,3.5,5.1,0.55,-2.5,2,18,-1,56
2022-10-13,FMCG,3,10,41,1,0,685.14,360.28,688.7,0.995,47.4,336.1,1444.8,52.5,1.2,1.3,766,2.4,4,152,14.6,0.0,1,367.5,367.5,0.12,-1.5,0,0,0,75
2022-09-15,Grocery,1,9,37,0,0,103.53,69.31,88.32,1.172,33.1,47.9,204.9,6.97,1.0,1.0,192,2.53,1,48,27.5,0.0,1,48.8,48.8,0.14,-1.2,0,0,0,67
2022-02-20,Fashion,0,2,7,0,1,2543.91,1203.6,2800.21,0.908,52.7,24.9,79.7,2.93,1.0,1.0,163,3.43,13,415,55.7,0.0,1,20.5,23.0,0.28,-2.0,1,6,0,70
2023-07-04,FMCG,3,7,27,0,0,74.13,43.37,66.25,1.119,41.5,30.5,115.2,4.29,1.0,1.0,86,2.28,2,251,20.1,0.0,1,30.0,30.0,0.12,-1.5,0,0,0,71
2023-05-18,FMCG,3,5,20,0,0,779.47,390.66,748.77,1.041,49.9,239.8,908.2,31.76,1.0,1.0,457,1.84,4,161,14.4,0.0,1,222.3,222.3,0.12,-1.5,0,0,0,74
2023-12-22,FMCG,3,12,51,1,0,198.97,99.75,218.65,0.91,49.9,328.5,1309.5,45.44,1.4,1.8,845,2.5,2,278,18.6,0.0,1,318.1,318.1,0.12,-1.5,0,0,0,76
2023-09-11,Fashion,0,9,37,0,0,2835.94,1559.86,2819.78,1.006,45.0,106.3,416.4,13.7,1.0,1.0,136,1.93,12,283,9.9,0.0,1,95.9,95.9,0.28,-2.0,0,0,3,74
2022-05-15,FMCG,3,5,19,0,1,237.68,120.19,204.92,1.16,49.4,41.2,151.8,5.66,1.0,1.0,385,7.89,4,177,68.1,0.0,1,39.6,43.2,0.12,-1.5,1,6,0,71
2022-03-02,Grocery,1,3,9,0,0,499.16,280.18,548.87,0.909,43.9,240.9,995.1,33.53,1.1,1.0,304,1.72,2,39,9.1,0.0,1,234.7,234.7,0.14,-1.2,0,0,0,73
2023-02-01,Seasonal,4,2,5,0,0,4638.57,2527.39,5330.06,0.87,45.5,5.4,20.2,0.69,0.3,1.0,27,3.34,10,331,39.4,0.0,1,4.8,6.6,0.55,-2.5,1,15,0,76
2021-10-05,Electronics,2,10,40,0,0,37981.86,21046.55,33471.86,1.135,44.6,10.6,30.3,1.07,1.9,1.0,35,3.89,21,652,32.7,0.0,1,7.5,8.7,0.32,-1.8,1,9,0,76
2022-12-20,Fashion,0,12,51,1,0,3607.98,2020.15,3959.81,0.911,44.0,39.5,149.4,5.43,1.5,1.8,43,0.78,9,394,7.9,0.0,1,38.0,38.0,0.28,-2.0,0,0,3,70
2022-11-06,FMCG,3,11,44,1,1,318.53,183.22,276.93,1.15,42.5,110.7,421.5,15.76,1.3,2.2,74,0.64,5,269,4.7,0.0,1,110.3,110.3,0.12,-1.5,0,0,3,61
2021-10-25,Electronics,2,10,43,1,0,35302.96,22397.25,35583.21,0.992,36.6,36.4,197.6,6.46,1.9,1.45,132,2.85,19,715,20.4,0.0,1,45.2,45.2,0.32,-1.8,0,0,0,77
2021-03-14,Seasonal,4,3,10,0,1,2190.52,1115.85,2464.91,0.889,49.1,62.4,234.4,9.9,1.0,1.0,80,2.3,21,342,8.1,0.0,1,69.3,69.3,0.55,-2.5,0,0,3,75
2021-09-18,Fashion,0,9,37,0,1,2595.6,1427.44,2643.94,0.982,45.0,60.8,203.8,7.61,1.0,1.0,179,2.45,12,329,23.5,0.0,1,53.3,53.3,0.28,-2.0,0,0,0,75
2023-06-01,Seasonal,4,6,22,0,0,2182.62,1101.91,2050.06,1.065,49.5,5.4,14.9,0.43,0.4,1.0,7,0.43,15,223,16.3,0.0,1,3.0,3.0,0.55,-2.5,0,0,2,65
2022-05-22,Grocery,1,5,20,0,1,339.19,187.66,301.87,1.124,44.7,129.8,538.7,18.9,1.0,1.0,469,3.45,3,37,24.8,0.0,1,132.3,151.4,0.14,-1.2,1,12,0,74
2021-09-19,Seasonal,4,9,37,0,1,5138.07,2627.91,4665.13,1.101,48.9,13.7,68.3,2.06,1.0,1.0,265,8.04,21,361,128.8,0.0,1,14.4,24.5,0.55,-2.5,2,28,-1,70
2021-09-07,FMCG,3,9,36,0,0,59.35,29.83,62.13,0.955,49.7,125.4,461.8,16.17,1.0,1.0,394,3.42,5,70,24.4,0.0,1,113.2,125.1,0.12,-1.5,1,7,0,78
2022-06-01,Grocery,1,6,22,0,0,292.08,169.08,258.76,1.129,42.1,39.3,157.3,5.9,1.0,1.0,179,4.27,3,7,30.3,0.769,0,41.3,52.2,0.14,-1.2,2,22,0,54
2021-11-15,Fashion,0,11,46,0,0,2794.27,1615.29,3122.53,0.895,42.2,76.2,333.1,11.5,1.8,0.75,46,0.59,6,300,4.0,0.0,1,80.5,80.5,0.28,-2.0,0,0,3,70
2023-09-28,Grocery,1,9,39,0,0,124.03,87.32,120.19,1.032,29.6,95.9,376.1,13.59,1.0,1.0,199,1.91,2,58,14.6,0.0,1,95.1,95.1,0.14,-1.2,0,0,0,74
2023-05-22,Fashion,0,5,21,0,0,1752.59,887.23,1517.11,1.155,49.4,46.1,153.6,6.11,1.0,1.0,205,4.05,7,382,33.5,0.0,1,42.8,53.9,0.28,-2.0,1,13,0,71
2023-02-18,Grocery,1,2,7,0,1,198.35,118.41,169.27,1.172,40.3,48.4,216.4,7.77,1.0,1.0,301,4.08,3,25,38.7,0.354,0,54.4,62.2,0.14,-1.2,1,12,0,59
2022-02-14,Seasonal,4,2,7,0,0,671.87,296.74,623.02,1.078,55.8,2.6,10.4,0.34,0.3,1.0,36,2.35,11,252,105.0,0.0,1,2.4,2.4,0.55,-2.5,0,0,0,55
2021-07-05,Fashion,0,7,27,0,0,3104.28,1621.33,3350.49,0.927,47.8,17.5,72.2,2.76,1.3,1.0,10,0.55,14,609,3.6,0.0,1,19.3,19.3,0.28,-2.0,0,0,3,70
2021-07-07,Grocery,1,7,27,0,0,360.19,217.88,321.39,1.121,39.5,127.0,441.1,15.59,1.0,1.0,1625,12.57,1,15,104.3,0.856,0,109.1,132.7,0.14,-1.2,2,18,-1,53
2022-05-25,Fashion,0,5,21,0,0,1802.31,873.55,1847.31,0.976,51.5,50.8,209.7,7.54,1.0,1.0,66,0.97,10,240,8.8,0.0,1,52.8,52.8,0.28,-2.0,0,0,3,71
2021-12-12,Grocery,1,12,49,0,1,335.12,241.87,330.4,1.014,27.8,211.0,796.6,27.33,1.5,1.0,452,1.85,3,18,16.5,0.0,1,191.3,191.3,0.14,-1.2,0,0,1,74
2023-06-19,Electronics,2,6,25,0,0,7468.29,4492.32,6542.71,1.141,39.8,20.1,90.6,3.17,1.0,1.0,64,1.81,13,559,20.2,0.0,1,22.2,22.2,0.32,-1.8,0,0,0,69
2022-05-12,Electronics,2,5,19,0,0,35890.65,23851.49,31824.1,1.128,33.5,11.8,34.7,1.23,1.0,1.0,10,0.94,14,591,8.1,0.0,1,8.6,8.6,0.32,-1.8,0,0,3,67
2021-05-26,Grocery,1,5,21,0,0,287.36,158.66,244.66,1.175,44.8,24.8,96.5,3.47,1.0,1.0,183,4.67,2,59,52.7,0.0,1,24.3,26.6,0.14,-1.2,1,8,0,65
2022-03-29,Electronics,2,3,13,1,0,44420.65,30795.47,41101.53,1.081,30.7,37.5,127.4,3.83,1.0,1.35,71,2.73,12,699,18.5,0.0,1,26.8,26.8,0.32,-1.8,0,0,0,72
2023-01-12,Fashion,0,1,2,1,0,1982.03,1018.9,1822.92,1.087,48.6,33.5,100.6,4.59,0.5,1.25,161,5.05,11,661,35.1,0.0,1,32.1,40.4,0.28,-2.0,1,13,0,79
2023-01-17,Grocery,1,1,3,1,0,194.1,137.94,174.36,1.113,28.9,83.9,357.8,12.64,1.0,1.25,513,3.87,3,28,40.6,0.31,0,88.5,95.9,0.14,-1.2,1,7,0,64
2022-12-21,FMCG,3,12,51,1,0,282.71,143.25,309.31,0.914,49.3,307.8,1340.9,48.74,1.4,1.8,1222,4.31,3,181,25.1,0.0,1,341.2,387.3,0.12,-1.5,1,9,0,81
2021-01-15,Fashion,0,1,2,1,0,2766.84,1606.57,2914.47,0.949,41.9,16.9,56.0,2.06,0.5,1.25,90,3.2,11,391,43.7,0.0,1,14.4,17.6,0.28,-2.0,1,11,0,73
2021-06-21,Fashion,0,6,25,0,0,431.31,231.45,442.86,0.974,46.3,26.5,101.7,3.1,0.7,1.0,83,2.31,13,276,26.8,0.0,1,21.7,21.7,0.28,-2.0,0,0,0,75
2022-11-14,Fashion,0,11,46,0,0,1369.01,645.49,1304.77,1.049,52.8,48.9,225.9,7.56,1.8,0.75,67,0.92,5,334,8.9,0.0,1,52.9,52.9,0.28,-2.0,0,0,2,71
2023-02-21,Grocery,1,2,8,0,0,340.03,233.46,324.68,1.047,31.3,148.0,508.9,20.11,1.0,1.0,306,1.82,1,38,15.2,0.0,1,140.8,140.8,0.14,-1.2,0,0,0,73
2023-07-11,Fashion,0,7,28,0,0,3069.49,1795.69,3193.91,0.961,41.5,18.5,74.8,2.63,1.3,1.0,62,4.0,6,309,23.6,0.0,1,18.4,22.8,0.28,-2.0,1,12,0,80
2021-05-10,Grocery,1,5,19,0,0,274.28,195.48,238.47,1.15,28.7,26.4,96.9,3.63,1.0,1.0,18,0.78,2,58,5.0,0.0,1,25.4,25.4,0.14,-1.2,0,0,2,61
2023-04-08,Grocery,1,4,14,0,1,350.01,260.54,383.81,0.912,25.6,157.4,537.5,20.43,0.9,1.0,633,4.52,2,28,31.0,0.097,0,143.0,163.6,0.14,-1.2,1,12,0,79
2021-03-24,FMCG,3,3,12,1,0,406.35,217.26,370.82,1.096,46.5,262.7,1138.7,39.54,1.0,1.35,975,3.26,2,321,24.7,0.0,1,276.8,318.3,0.12,-1.5,1,10,0,74
2021-02-21,Grocery,1,2,7,0,1,107.97,65.15,122.75,0.88,39.7,175.0,753.5,24.76,1.0,1.0,408,2.08,3,45,16.5,0.0,1,173.3,173.3,0.14,-1.2,0,0,0,74
